Title,Authors,Year,DOI,PubMed IDs,Full Authors
Considerations for automated machine learning in clinical metabolic profiling: Altered homocysteine plasma concentration associated with metformin exposure.,"Alena Orlenko, Jason H. Moore, Patryk Orzechowski, Randal S. Olson, Junmei Cairns, Pedro J. Caraballo, Richard M. Weinshilboum, Liewei Wang, Matthew K. Breitenstein",2018,10.1142/9789813235533_0042,29218905,"{57188556992: 'Alena Orlenko', 7405241093: 'Jason H. Moore', 55860145600: 'Patryk R. Orzechowski', 55791294800: 'Randal S. Olson', 56640707300: 'Junmei Cairns', 6507989342: 'Pedro J. Caraballo', 7102831484: 'Richard M. Weinshilboum', 7409176720: 'Liewei Wang', 55931557900: 'Matthew K. Breitenstein'}"
Addressing vital sign alarm fatigue using personalized alarm thresholds.,"Sarah Poole, Nigam Shah",2018,10.1142/9789813235533_0043,29218906,"{57023267100: 'Sarah F. Poole', 7401823709: 'Nigam Haresh Shah'}"
Emergence of pathway-level composite biomarkers from converging gene set signals of heterogeneous transcriptomic responses.,"Samir Rachid Zaim, Qike Li, A. Grant Schissler, Yves A. Lussier",2018,10.1142/9789813235533_0044,29218907,"{57202470235: 'Samir Rachid Zaim', 56683270800: 'Qike Li', 56685467600: 'Alfred Grant Schissler', 7004101223: 'Yves A. Lussier'}"
Analyzing metabolomics data for association with genotypes using two-component Gaussian mixture distributions.,"Jason Westra, Nicholas Hartman, Bethany Lake, Gregory Shearer, Nathan Tintle",2018,10.1142/9789813235533_0045,29218908,"{56517809700: 'Jason M. Westra', 57202464711: 'Nicholas Hartman', 57202466635: 'Bethany Lake', 7202506867: 'Gregory C. Shearer', 8860435100: 'Nathan L. Tintle'}"
Pan-cancer analysis of expressed somatic nucleotide variants in long intergenic non-coding RNA.,"Travers Ching, Lana X. Garmire",2018,10.1142/9789813235533_0047,29218910,"{56375181900: 'Travers H. Ching', 22955585300: 'Lana Xia Garmire'}"
Convergent downstream candidate mechanisms of independent intergenic polymorphisms between co-classified diseases implicate epistasis among noncoding elements.,"Jiali Han, Jianrong Li, Ikbel Achour, Lorenzo Pesce, Ian Foster, Haiquan Li, Yves A. Lussier",2018,10.1142/9789813235533_0048,29218911,"{57202465372: 'Jiali Han', 56197529600: 'Jianrong Li', 57203021737: 'Ikbel Achour', 7003680897: 'Lorenzo L. Pesce', 35572232000: 'Ian T. Foster', 55001719600: 'Haiquan Li', 7004101223: 'Yves A. Lussier'}"
Network analysis of pseudogene-gene relationships: from pseudogene evolution to their functional potentials.,"Travis S. Johnson, Sihong Li, Jonathan R. Kho, Kun Huang, Yan Zhang",2018,10.1142/9789813235533_0049,29218912,"{57193660613: 'Travis S. Johnson', 57207249125: 'Sihong Li', 57202466464: 'Jonathan R. Kho', 55481915600: 'Kun Huang', 56888251700: 'Yan Zhang'}"
Leveraging putative enhancer-promoter interactions to investigate two-way epistasis in Type 2 Diabetes GWAS.,"Elisabetta Manduchi, Alessandra Chesi, Molly A. Hall, Struan F. A. Grant, Jason H. Moore",2018,10.1142/9789813235533_0050,29218913,"{6603449625: 'Elisabetta Manduchi', 20435359100: 'Alessandra Chesi', 56320585000: 'Molly A. Hall', 57964833600: 'Struan F.A. Grant', 7405241093: 'Jason H. Moore'}"
Improving precision in concept normalization.,"Mayla Boguslav, K. Bretonnel Cohen, William A. Baumgartner Jr., Lawrence E. Hunter",2018,10.1142/9789813235533_0052,29218915,"{57190010829: 'Mayla R. Boguslav', 8314739900: 'Kevin Bretonnel Cohen', 55851941991: 'William A. Baumgartner', 57689685500: 'Lawrence E. Hunter'}"
VisAGE: Integrating external knowledge into electronic medical record visualization.,"Edward W. Huang, Sheng Wang, ChengXiang Zhai",2018,10.1142/9789813235533_0053,29218916,"{57192985875: 'Edward W. Huang', 57207088381: 'Sheng Wang', 35232046000: 'Chengxiang Zhai'}"
GeneDive: A gene interaction search and visualization tool to facilitate precision medicine.,"Paul Previde, Brook Thomas, Mike Wong, Emily K. Mallory, Dragutin Petkovic, Russ B. Altman, Anagha Kulkarni",2018,10.1142/9789813235533_0054,29218917,"{57202462358: 'Paul Previde', 57210540123: 'Brook Thomas', 36060875500: 'Mike Wong', 57156352200: 'Emily K. Mallory', 7006263353: 'Dragutin Petković', 7202798518: 'Russ B. Altman', 7401950215: 'Anagha K. Kulkarni'}"
Annotating gene sets by mining large literature collections with protein networks.,"Sheng Wang, Jianzhu Ma, Michael Ku Yu, Fan Zheng, Edward W. Huang, Jiawei Han, Jian Peng, Trey Ideker",2018,10.1142/9789813235533_0055,29218918,"{57207088381: 'Sheng Wang', 57201470592: 'Jianzhu Ma', 55992104700: 'Michael Ku Yu', 56205686100: 'Fan Zheng', 57192985875: 'Edward W. Huang', 24325399900: 'Jiawei Han', 27267770800: 'Jian Peng', 35515050000: 'Trey E. Ideker'}"
Learning Contextual Hierarchical Structure of Medical Concepts with Poincairé Embeddings to Clarify Phenotypes.,"Brett K. Beaulieu-Jones, Isaac S. Kohane, Andrew L. Beam",2019,10.1142/9789813279827_0002,30864306,"{57191613442: 'Brett K. Beaulieu-Jones', 35264289500: 'Isaac S. Kohane', 36452687100: 'Andrew L. Beam'}"
The Effectiveness of Multitask Learning for Phenotyping with Electronic Health Records Data.,"Daisy Yi Ding, Chloe Simpson, Stephen Pfohl, Dave C. Kale, Kenneth Jung, Nigam H. Shah",2019,10.1142/9789813279827_0003,30864307,"{57204716164: 'Daisy Yi Ding', 57207710433: 'Chloe Simpson', 57207710675: 'Stephen R. Pfohl', 34872150800: 'David C. Kale', 13607618300: 'Kenneth Jung', 7401823709: 'Nigam Haresh Shah'}"
ODAL: A one-shot distributed algorithm to perform logistic regressions on electronic health records data from multiple clinical sites.,"Rui Duan, Mary Regina Boland, Jason H. Moore, Yong Chen",2019,10.1142/9789813279827_0004,30864308,"{55975296400: 'Rui Duan', 55235603000: 'Mary Regina Boland', 7405241093: 'Jason H. Moore', 56800475700: 'Yong Chen'}"
PVC Detection Using a Convolutional Autoencoder and Random Forest Classifier.,"Max Gordon, Cranos Williams",2019,10.1142/9789813279827_0005,30864309,"{57201314233: 'Max Gordon', 57203516829: 'Cranos M. Williams'}"
Removing Confounding Factors Associated Weights in Deep Neural Networks Improves the Prediction Accuracy for Healthcare Applications.,"Haohan Wang, Zhenglin Wu, Eric P. Xing",2019,10.1142/9789813279827_0006,30864310,"{56025137300: 'Haohan Wang', 57207710112: 'Zhenglin Wu', 57685890100: 'Eric P. Xing'}"
DeepDom: Predicting protein domain boundary from sequence alone using stacked bidirectional LSTM.,"Yuexu Jiang, Duolin Wang, Dong Xu",2019,10.1142/9789813279827_0007,30864311,"{57199495971: 'Yuexu Jiang', 57192393574: 'Duolin Wang', 7404074295: 'Dong Xu'}"
Res2s2aM: Deep residual network-based model for identifying functional noncoding SNPs in trait-associated regions.,"Zheng Liu, Yao Yao, Qi Wei, Benjamin Weeder, Stephen A. Ramsey",2019,10.1142/9789813279827_0008,30864312,"{57196048018: 'Zheng Liu', 57199732541: 'Yao Yao', 57196045188: 'Qi Wei', 57212489071: 'Benjamin R. Weeder', 9735269700: 'Stephen A. Ramsey'}"
DNA Steganalysis Using Deep Recurrent Neural Networks.,"Ho Bae, Byunghan Lee, Sunyoung Kwon, Sungroh Yoon",2019,10.1142/9789813279827_0009,30864313,"{57205541775: 'Ho Bae', 55600861100: 'Byounghan Lee', 55903802600: 'Sunyoung Kwon', 7404035832: 'Sungroh Yoon'}"
Bi-directional Recurrent Neural Network Models for Geographic Location Extraction in Biomedical Literature.,"Arjun Magge, Davy Weissenbacher, Abeed Sarker, Matthew Scotch, Graciela Gonzalez-Hernandez",2019,10.1142/9789813279827_0010,30864314,"{57193276697: 'Arjun Magge', 20434909000: 'Davy Weissenbacher', 36976315000: 'Abeed Sarker', 14819997200: 'Matthew L. Scotch', 57212403040: 'Graciela Gonzalez-Hernandez'}"
Automatic Human-like Mining and Constructing Reliable Genetic Association Database with Deep Reinforcement Learning.,"Haohan Wang, Xiang Liu, Yifeng Tao, Wenting Ye, Qiao Jin, William W. Cohen, Eric P. Xing",2019,10.1142/9789813279827_0011,30864315,"{56025137300: 'Haohan Wang', 57201853140: 'Xiang Liu', 57207710085: 'Yifeng Tao', 57201121600: 'Wenting Ye', 57219779717: 'Qiao Jin', 7202924370: 'William W. Cohen', 57685890100: 'Eric P. Xing'}"
Estimating classification accuracy in positive-unlabeled learning: characterization and correction strategies.,"Rashika Ramola, Shantanu Jain, Predrag Radivojac",2019,10.1142/9789813279827_0012,30864316,"{57207710350: 'Rashika Ramola', 57191348565: 'Shantanu Jain', 6602502392: 'Predrag Radivojac'}"
PLATYPUS: A Multiple-View Learning Predictive Framework for Cancer Drug Sensitivity Prediction.,"Kiley Graim, Verena Friedl, Kathleen E. Houlahan, Joshua M. Stuart",2019,10.1142/9789813279827_0013,30864317,"{13406929300: 'Kiley Graim', 57203636846: 'Verena Friedl', 57217104317: 'Kathleen E. Houlahany', 56720469500: 'Joshua Michael Stuart'}"
Computational KIR copy number discovery reveals interaction between inhibitory receptor burden and survival.,"Rachel M. Pyke, Raphael Genolet, Alexandre Harari, George Coukos, David Gfeller, Hannah Carter",2019,10.1142/9789813279827_0014,30864318,"{57508098600: 'Rachel Marty Pyke', 8568339400: 'Raphaël Genolet', 7006247495: 'Alexandre Harari', 7003453788: 'George Coukos', 9844591400: 'David Gfeller', 55851942482: 'Hannah K. Carter'}"
Exploring microRNA Regulation of Cancer with Context-Aware Deep Cancer Classifier.,"Blake Pyman, Alireza Sedghi, Shekoofeh Azizi, Kathrin Tyryshkin, Neil Renwick, Parvin Mousavi",2019,10.1142/9789813279827_0015,30864319,"{57217098855: 'Blake Pymany', 57193671948: 'Alireza Sedghi', 57014719000: 'Shekoofeh Azizi', 14023629000: 'Kathrin Tyryshkin', 6602727531: 'Neil Renwick', 16176026900: 'Parvin Mousavi'}"
Implementing and evaluating a Gaussian mixture framework for identifying gene function from TnSeq data.,"Kevin Li, Rachel Chen, William Lindsey, Aaron Best, Matthew DeJongh, Christopher Henry, Nathan Tintle",2019,10.1142/9789813279827_0016,30864320,"{58383683600: 'Kevin Li', 57207710093: 'Rachel Chen', 57207710064: 'William Lindsey', 8131652500: 'Aaron A. Best', 6507827636: 'Matthew DeJongh', 8516125600: 'Christopher S. Henry', 8860435100: 'Nathan L. Tintle'}"
SNPs2ChIP: Latent Factors of ChIP-seq to infer functions of non-coding SNPs.,"Shankara Anand, Laurynas Kalesinskas, Craig Smail, Yosuke Tanigawa",2019,10.1142/9789813279827_0017,30864321,"{57213664432: 'Shankara K. Anand', 57191480611: 'Larry Kalesinskas', 55338923700: 'Craig Smail', 57201720900: 'Yosuke Tanigawa'}"
"Extracting allelic read counts from 250,000 human sequencing runs in Sequence Read Archive.","Brian Tsui, Michelle Dow, Dylan Skola, Hannah Carter",2019,10.1142/9789813279827_0018,30864322,"{57193769746: 'Brian Y. Tsui', 57192072311: 'Michelle T. Dow', 57191276378: 'Dylan Skola', 55851942482: 'Hannah K. Carter'}"
"Semantic workflows for benchmark challenges: Enhancing comparability, reusability and reproducibility.","Arunima Srivastava, Ravali Adusumilli, Hunter Boyce, Daniel Garijo, Varun Ratnakar, Rajiv Mayani, Thomas Yu, Raghu Machiraju, Yolanda Gil, Parag Mallick",2019,10.1142/9789813279827_0019,30864323,"{56729662400: 'Arunima Srivastava', 56389555500: 'Ravali Adusumilli', 57207710141: 'Hunter Bryan Boyce', 54405468800: 'Daniel Garijo', 35555801300: 'Varun Ratnakar', 50262460200: 'Rajiv G. Mayani', 57192554101: 'Thomas V. Yu', 35572290700: 'Raghu K. MacHiraju', 7004618158: 'Yolanda Gil', 7005810449: 'Parag Mallick'}"
CrowdVariant: a crowdsourcing approach to classify copy number variants.,"Peyton Greenside, Justin Zook, Marc Salit, Madeleine Cule, Ryan Poplin, Mark DePristo",2019,10.1142/9789813279827_0021,30864325,"{56809493500: 'Peyton G. Greenside', 8635537300: 'Justin M. Zook', 6701431194: 'Marc L. Salit', 57214626051: 'Madeleine Cule', 37026985800: 'Ryan E. Poplin', 6602278308: 'Mark A. DePristo'}"
A repository of microbial marker genes related to human health and diseases for host phenotype prediction using microbiome data.,"Wontack Han, Yuzhen Ye",2019,10.1142/9789813279827_0022,30864326,"{57194035557: 'Wontack Han', 7401627602: 'Yuzhen Ye'}"
AICM: A Genuine Framework for Correcting Inconsistency Between Large Pharmacogenomics Datasets.,"Zhiyue Tom Hu, Yuting Ye, Patrick A. Newbury, Haiyan Huang, Bin Chen",2019,10.1142/9789813279827_0023,30864327,"{57207710386: 'Zhiyue Tom Huy', 57045159200: 'Yuting Ye', 57207710505: 'Patrick A. Newbury', 57202910280: 'Haiyan Huang', 58183328800: 'Bin Chen'}"
Outgroup Machine Learning Approach Identifies Single Nucleotide Variants in Noncoding DNA Associated with Autism Spectrum Disorder.,"Maya Varma, Kelley Marie Paskov, Jae-Yoon Jung, Brianna Sierra Chrisman, Nate Tyler Stockham, Peter Yigitcan Washington, Dennis Paul Wall",2019,10.1142/9789813279827_0024,30864328,"{57194055814: 'Maya Varma', 55991998800: 'Kelley Marie Paskov', 36647501900: 'Jae-yoon Jung', 57207466293: 'Brianna Sierra Chrisman', 57202464121: 'Nathaniel Tyler Stockham', 57191498961: 'Peter Yigitcan Washington', 7202196193: 'Dennis Paul Wall'}"
"Detecting potential pleiotropy across cardiovascular and neurological diseases using univariate, bivariate, and multivariate methods on 43,870 individuals from the eMERGE network.","Xinyuan Zhang, Yogasudha Veturi, Shefali Verma, William Bone, Anurag Verma, Anastasia Lucas, Scott Hebbring, Joshua C. Denny, Ian Stanaway, Gail P. Jarvik, David Crosslin, Eric B. Larson, Laura Rasmussen-Torvik, Sarah A. Pendergrass, Jordan W. Smoller, Hakon Hakonarson, Patrick Sleiman, Chunhua Weng, David Fasel, Wei-Qi Wei, Iftikhar Kullo, Daniel Schaid, Wendy K. Chung, Marylyn D. Ritchie",2019,10.1142/9789813279827_0025,30864329,"{57203327371: 'Xinyuan Zhang', 55541771800: 'Yogasudha C. Veturi', 56386609500: 'Shefali Setia Verma', 56471538900: 'William P. Bone', 56045118100: 'Anurag Verma', 56446293300: 'Anastasia Marie Lucas', 6506694846: 'Scott Joseph Hebbring', 7005252620: 'Joshua C. Denny', 14029002300: 'Ian Byrell Stanaway', 57216998065: 'Gail P. Jarvik', 57207812155: 'David R. Crosslin', 7202762073: 'Eric B. Larson', 12141790400: 'Laura J. Rasmussen-Torvik', 55571430100: 'Sarah A. Pendergrass', 7006674071: 'Jordan Wassertheil Smoller', 55531171800: 'Håkon H. Håkonarson', 25229302500: 'Patrick M.A. Sleiman', 8979750700: 'Chunhua Weng', 56406302300: 'David A. Fasel', 57212895740: 'Weiqi Wei', 6701817256: 'Iftikhar J. Kullo', 7006237594: 'Daniel J. Schaid', 57211703344: 'Wendy Kay Chung', 7102927061: 'Marylyn D. Ritchie'}"
Integrating RNA expression and visual features for immune infiltrate prediction.,"Derek Reiman, Lingdao Sha, Irvin Ho, Timothy Tan, Denise Lau, and Aly A. Khan",2019,10.1142/9789813279827_0026,30864330,"{56805258300: 'Derek J. Reiman', 56167351000: 'Lingdao Sha', 57215360984: 'Irvin Ho', 59039400500: 'Timothy Tan', 57220699278: 'Denise Lau', 26647472000: 'Aly Azeem Khan'}"
Influence of tissue context on gene prioritization for predicted transcriptome-wide association studies.,"Binglan Li, Yogasudha Veturi, Yuki Bradford, Shefali S. Verma, Anurag Verma, Anastasia M. Lucas, David W. Haas, Marylyn D. Ritchie",2019,10.1142/9789813279827_0027,30864331,"{57201666615: 'Binglan Li', 55541771800: 'Yogasudha C. Veturi', 6506981950: 'Yuki Bradford', 56386609500: 'Shefali Setia Verma', 56045118100: 'Anurag Verma', 56446293300: 'Anastasia Marie Lucas', 7202674008: 'David William Haas', 7102927061: 'Marylyn D. Ritchie'}"
Precision drug repurposing via convergent eQTL-based molecules and pathway targeting independent disease-associated polymorphisms.,"Francesca Vitali, Joanne Berghout, Jungwei Fan, Jianrong Li, Qike Li, Haiquan Li, Yves A. Lussier",2019,10.1142/9789813279827_0028,30864332,"{57197061469: 'Francesca Vitali', 6504312149: 'Joanne Berghout', 16401680100: 'Jungwei Fan', 56197529600: 'Jianrong Li', 56683270800: 'Qike Li', 55001719600: 'Haiquan Li', 7004101223: 'Yves A. Lussier'}"
An Optimal Policy for Patient Laboratory Tests in Intensive Care Units.,"Li-Fang Cheng, Niranjani Prasad, Barbara E Engelhardt",2019,10.1142/9789813279827_0029,30864333,"{57196032702: 'Lifang Cheng', 57196036894: 'Niranjani Prasad', 25635224600: 'Barbara Elizabeth Engelhardt'}"
LISA: Accurate reconstruction of cell trajectory and pseudo-time for massive single cell RNA-seq data.,"Yang Chen, Yuping Zhang, Zhengqing Ouyang",2019,10.1142/9789813279827_0031,30864335,"{57221455854: 'Yang Chen', 57103858700: 'Yuping Zhang', 20436781700: 'Zhengqing Ouyang'}"
Topological Methods for Visualization and Analysis of High Dimensional Single-Cell RNA Sequencing Data.,"Tongxin Wang, Travis Johnson, Jie Zhang, Kun Huang",2019,10.1142/9789813279827_0032,30963074,"{57222304261: 'Tongxin Wang', 57193660613: 'Travis S. Johnson', 57213329748: 'Jie Zhang', 55481915600: 'Kun Huang'}"
Parameter tuning is a key part of dimensionality reduction via deep variational autoencoders for single cell RNA transcriptomics.,"Qiwen Hu, Casey S. Greene",2019,10.1142/9789813279827_0033,30963075,"{55873425600: 'Qiwen Hu', 12141512300: 'Casey S. Greene'}"
Shallow Sparsely-Connected Autoencoders for Gene Set Projection.,"Maxwell P. Gold, Alexander LeNail, and Ernest Fraenkel",2019,10.1142/9789813279827_0034,30963076,"{57203526127: 'Maxwell Philip Gold', 57211774233: 'Alex LeNail', 57216324775: 'Ernest Fraenkel'}"
Leveraging summary statistics to make inferences about complex phenotypes in large biobanks.,"Angela Gasdaska, Derek Friend, Rachel Chen, Jason Westra, Matthew Zawistowski, William Lindsey, Nathan Tintle",2019,10.1142/9789813279827_0036,30963077,"{57501633400: 'Angela Gasdaska', 57207710000: 'Derek A. Friend', 57207710093: 'Rachel Chen', 56517809700: 'Jason M. Westra', 37035581700: 'Matthew Zawistowski', 57207710064: 'William Lindsey', 8860435100: 'Nathan L. Tintle'}"
Protecting Genomic Data Privacy with Probabilistic Modeling.,"Sean Simmons, Bonnie Berger, Cenk Sahinalp",2019,10.1142/9789813279827_0037,30963078,"{36161280900: 'Sean K. Simmons', 7201838430: 'Bonnie A. Berger', 6603800467: 'S. Cenk Cenk Sahinalp'}"
Evaluation of patient re-identification using laboratory test orders and mitigation via latent space variables.,"Kipp W. Johnson, Jessica K. De Freitas, Benjamin S. Glicksberg, Jason R. Bobe, Joel T. Dudley",2019,10.1142/9789813279827_0038,30864342,"{55522229700: 'Kipp W. Johnson', 57215488034: 'Jessica K. de Freitas', 55845627200: 'Benjamin S. Glicksberg', 35848189100: 'Jason R. Bobe', 18633685600: 'Joel T. Dudley'}"
Implementing a universal informed consent process for the All of Us Research Program.,"Megan Doerr, Shira Grayson, Sarah Moore, Christine Suver, John Wilbanks, Jennifer Wagner",2019,10.1142/9789813279827_0039,30963079,"{55242367600: 'Megan J. Doerr', 57207710339: 'Shira E. Grayson', 57207710691: 'Sarah Moore', 24367502200: 'Christine M. Suver', 36613528000: 'John T. Wilbanks', 7404356196: 'Jennifer K. Wagner'}"
Predicting Longitudinal Outcomes of Alzheimer's Disease via a Tensor-Based Joint Classification and Regression Model.,"Lodewijk Brand, Kai Nichols, Hua Wang, Heng Huang, Li Shen, for the ADNI",2020,10.1142/9789811215636_0002,31797582,"{57204015896: 'Lodewijk Brand', 57212132406: 'Kai Nichols', 36100857000: 'Hua Wang', 57221180537: 'Heng Huang', 35390032700: 'Li Shen'}"
Robustly Extracting Medical Knowledge from EHRs: A Case Study of Learning a Health Knowledge Graph.,"Irene Y. Chen, Monica Agrawal, Steven Horng, David Sontag",2020,10.1142/9789811215636_0003,31797583,"{57208439290: 'Irene Y. Chen', 56511250700: 'Monica N. Agrawal', 54882575400: 'Steven Horng', 35726211000: 'David A. Sontag'}"
Increasing Clinical Trial Accrual via Automated Matching of Biomarker Criteria.,"Jessica W. Chen, Christian A. Kunder, Nam Bui, James L. Zehnder, Helio A. Costa, Henning Stehr",2020,10.1142/9789811215636_0004,31797584,"{57212200669: 'Jessica W. Chen', 35176176000: 'Christian A. Kunder', 57021207000: 'Nam Quoc Bui', 7006072266: 'James L. Zehnder', 56954501200: 'Helio A. Costa', 26032710000: 'Henning Stehr'}"
Addressing the Credit Assignment Problem in Treatment Outcome Prediction using Temporal Difference Learning.,"Sahar Harati, Andrea Crowell, Helen Mayberg, Shamim Nema",2020,10.1142/9789811215636_0005,31797585,"{56648046400: 'Sahar Harati', 55903888400: 'Andrea L. Crowell', 7006007091: 'Helen S. Mayberg', 23012530600: 'Shamim Nemati'}"
Multiclass Disease Classification from Microbial Whole-Community Metagenomes.,"Saad Khan, Libusha Kelly",2020,10.1142/9789811215636_0006,31797586,"{58601372300: 'Saad Khan', 8517563100: 'Libusha Kelly'}"
LitGen: Genetic Literature Recommendation Guided by Human Explanations.,"Allen Nie, Arturo L. Pineda, Matt W. Wright, Hannah Wand, Bryan Wulf, Helio A. Costa, Ronak Y. Patel, Carlos D. Bustamante, James Zou",2020,10.1142/9789811215636_0007,31797587,"{57212142939: 'Aiming Nie', 57197894611: 'Arturo Lopez Pineda', 57212763328: 'Matt W. Wright', 56814570000: 'Hannah E. Wand', 57212149747: 'Bryan Wulf', 56954501200: 'Helio A. Costa', 8532105600: 'Ronak Y. Patel', 57222596098: 'Carlos D. Bustamante', 26326649300: 'James Y. Zou'}"
From genome to phenome: Predicting multiple cancer phenotypes based on somatic genomic alterations via the genomic impact transformer.,"Yifeng Tao, Chunhui Cai, William W. Cohen, Xinghua Lu",2020,10.1142/9789811215636_0008,31797588,"{57207710085: 'Yifeng Tao', 56849836300: 'Chunhui Cai', 7202924370: 'William W. Cohen', 12799008300: 'Xinghua Lu'}"
Automated phenotyping of patients with non-alcoholic fatty liver disease reveals clinically relevant disease subtypes.,"Maxence Vandromme, Tomi Jun, Ponni Perumalswami, Joel T. Dudley, Andrea Branch, Li Li",2020,10.1142/9789811215636_0009,31797589,"{57224294797: 'Maxence Vandromme', 57210924543: 'Tomi Wei Jun', 13005176300: 'Ponni V. Perumalswami', 18633685600: 'Joel T. Dudley', 7004389864: 'Andrea D. Branch', 57194755841: 'Li Li'}"
Monitoring ICU Mortality Risk with A Long Short-Term Memory Recurrent Neural Network.,"Ke Yu, Mingda Zhang, Tianyi Cui, Milos Hauskrecht",2020,10.1142/9789811215636_0010,31797590,"{57212177474: 'Ke Yu', 57201311491: 'Mingda Zhang', 57212176195: 'Tianyi Cui', 6603561760: 'Miloš Hauskrecht'}"
Multilevel Self-Attention Model and its Use on Medical Risk Prediction.,"Xianlong Zeng, Yunyi Feng, Soheil Moosavinasab, Deborah Lin, Simon Lin, Chang Liu",2020,10.1142/9789811215636_0011,31797591,"{57216551208: 'Xianlong Zeng', 57212006378: 'Yunyi Feng', 55805893400: 'Soheil Moosavinasab', 8875574500: 'En Ju Deborah Lin', 9537284100: 'Simon M. Lin', 57126540900: 'Chang Liu'}"
Identifying Transitional High Cost Users from Unstructured Patient Profiles Written by Primary Care Physicians.,"Haoran Zhang, Elisa Candido, Andrew S. Wilton, Raquel Duchen, Liisa Jaakkimainen, Walter Wodchis, Quaid Morris",2020,10.1142/9789811215636_0012,31797592,"{57215302192: 'Haoran Zhang', 37030750200: 'Elisa Candido', 10239506400: 'Andrew S. Wilton', 57217070023: 'Raquel Ducheni', 57217068412: 'Liisa Jaakkimaineni', 6602112893: 'Walter P. Wodchis', 57209459106: 'Quaid D. Morris'}"
Obtaining dual-energy computed tomography (CT) information from a single-energy CT image for quantitative imaging analysis of living subjects by using deep learning.,"Wei Zhao, Tianling Lv, Rena Lee, Yang Chen, Lei Xing",2020,10.1142/9789811215636_0013,31797593,"{57219238379: 'Wei Zhao', 57205351902: 'Tianling Lv', 8694612100: 'Rena J. Lee', 55486576300: 'Yang Chen', 7103349003: 'Lei Xing'}"
Many-to-one binding by intrinsically disordered protein regions.,"Wei-Lun Alterovitz, Eshel Faraggi, Christopher J. Oldfield, Jingwei Meng, Bin Xue, Fei Huang, Pedro Romero, Andrzej Kloczkowski, Vladimir N. Uversky, A. Keith Dunker",2020,10.1142/9789811215636_0015,31797594,"{57210442472: 'Wei Lun Alterovitz', 8653873000: 'Eshel Faraggi', 55889134400: 'Christopher J. Oldfield', 36804038700: 'Jingwei Meng', 57091186500: 'Bin Xue', 54788896100: 'Fei Huang', 7103404573: 'Pedro R. Romero', 7003669556: 'Andrzej Kloczkowski', 7005768480: 'Vladimir N. Uversky', 7005069650: 'A. Keith Dunker'}"
Disordered Function Conjunction: On the in-silico function annotation of intrinsically disordered regions.,"Sina Ghadermarzi, Akila Katuwawala, Christopher J. Oldfield, Amita Barik, Lukasz Kurgan",2020,10.1142/9789811215636_0016,31797595,"{57208782421: 'Sina Ghadermarzi', 57208131498: 'Akila Katuwawala', 55889134400: 'Christopher J. Oldfield', 55133987600: 'Amita Barik', 6602308535: 'Lukasz A. Kurgan'}"
De novo ensemble modeling suggests that AP2-binding to disordered regions can increase steric volume of Epsin but not Eps15.,"N. Suhas Jagannathan, Christopher W. V. Hogue, Lisa Tucker-Kellogg",2020,10.1142/9789811215636_0017,31797596,"{57038407100: 'N. Suhas Jagannathan', 35458313800: 'Christopher W.V. Hogue', 6507530832: 'Lisa Tucker-Kellogg'}"
Modulation of p53 Transactivation Domain Conformations by Ligand Binding and Cancer-Associated Mutations.,"Xiaorong Liu, Jianhan Chen",2020,10.1142/9789811215636_0018,31797597,"{57199839912: 'Xiaorong Liu', 23569076900: 'Jianhan Chen'}"
Exploring Relationships between the Density of Charged Tracts within Disordered Regions and Phase Separation.,"Ramiz Somjee, Diana M. Mitrea, Richard W. Kriwacki",2020,10.1142/9789811215636_0019,31797598,"{57212138504: 'Ramiz Somjee', 12770502700: 'Diana M. Mitrea', 7003817212: 'Richard W. Kriwacki'}"
PhySigs: Phylogenetic Inference of Mutational Signature Dynamics.,"Sarah Christensen, Mark D.M. Leiserson, Mohammed El-Kebir",2020,10.1142/9789811215636_0021,31797599,"{57195555512: 'Sarah A. Christensen', 57202813932: 'Mark D.M. Leiserson', 37060576200: 'Mohammed El-Kebir'}"
TrackSigFreq: subclonal reconstructions based on mutation signatures and allele frequencies.,"Caitlin F Harrigan, Yulia Rubanova, Quaid Morris, Alina Selega",2020,10.1142/9789811215636_0022,31797600,"{57212150181: 'Caitlin F. Harrigan', 57211450858: 'Yulia Rubanova', 57209459106: 'Quaid D. Morris', 57191906117: 'Alina Selega'}"
Impact of mutational signatures on microRNA and their response elements.,"Eirini Stamoulakatou, Pietro Pinoli, Stefano Ceri, Rosario Piro",2020,10.1142/9789811215636_0023,31797601,"{57207204713: 'Eirini Stamoulakatou', 55338424700: 'Pietro Pinoli', 7006299676: 'Stefano Ceri', 23996272600: 'Rosario M. Piro'}"
DNA Repair Footprint Uncovers Contribution of DNA Repair Mechanism to Mutational Signatures.,"Damian Wojtowicz, Mark D.M. Leiserson, Roded Sharan, Teresa M. Przytycka",2020,10.1142/9789811215636_0024,31797602,"{15021664300: 'Damian Wójtowicz', 57202813932: 'Mark D.M. Leiserson', 7005271135: 'Roded Sharan', 6603727550: 'Teresa M. Przytycka'}"
